"","untreated3","untreated4","treated2","treated3"
"FBgn0000412",2016.9588644841,1931.50448672099,2316.00172964611,2149.67169771837
"FBgn0000413",2527.78433498944,2023.52800991005,2148.75667231103,2113.78402329903
"FBgn0000414",1923.04028022079,1720.74093361055,1603.98768438329,1608.66500584684
"FBgn0000416",32090.3767547505,32425.923171028,24908.7550889473,24923.9898842305
"FBgn0000422",5.72674294288501,3.95800099737907,2.93412381289626,7.17753488386767
"FBgn0000426",408.88944612199,490.792123675005,491.954759295606,602.015738384401
"FBgn0000427",0,0.989500249344767,0,0
"FBgn0000442",3.43604576573101,1.97900049868953,0.978041270965419,5.38315116290075
"FBgn0000447",366.511548344641,419.548105722181,525.20816250843,558.053337220711
"FBgn0000448",4.58139435430801,6.92650174541337,6.84628889675793,7.17753488386767
"FBgn0000451",0,0,0,0.897191860483458
"FBgn0000454",2133.78442051896,2153.15254257421,2151.69079612392,2220.54985469656
"FBgn0000455",475.319664259456,480.897121181557,401.974962366787,388.484075589338
"FBgn0000459",1.145348588577,5.9370014960686,5.86824762579251,2.69157558145038
"FBgn0000463",1.145348588577,0.989500249344767,0.978041270965419,2.69157558145038
"FBgn0000464",1337.76715145794,1069.64976954169,1157.02282355209,1080.21900002208
"FBgn0000472",2260.918113851,1830.57546128782,1666.58232572507,1792.58933724595
"FBgn0000473",12.598834474347,10.8845027427924,16.6267016064121,13.4578779072519
"FBgn0000477",2.290697177154,1.97900049868953,0.978041270965419,1.79438372096692
"FBgn0000479",708.970776329164,710.461179029543,648.441362650073,629.828686059388
"FBgn0000482",814.342846478249,775.768195486297,806.884048546471,809.26705815608
"FBgn0000489",90.4825384975832,82.1285206956157,92.9139207417148,89.7191860483458
"FBgn0000490",131.715087686355,112.803028425303,208.322790715634,192.896250003944
"FBgn0000492",0,0.989500249344767,0,0
"FBgn0000497",2.290697177154,0,0,0
"FBgn0000499",816.633543655403,700.566176536095,745.267448475649,789.528837225443
"FBgn0000500",1.145348588577,3.95800099737907,5.86824762579251,6.28034302338421
"FBgn0000504",0,1.97900049868953,4.89020635482709,0.897191860483458
"FBgn0000520",477.61036143661,498.708125669763,526.186203779395,538.315116290075
"FBgn0000524",629.941723717351,587.763148110792,849.917864468949,733.005750014986
"FBgn0000527",129.424390509201,127.645532165475,101.716292180404,69.0837732572263
"FBgn0000529",0,0,0,0.897191860483458
"FBgn0000533",3.43604576573101,6.92650174541337,3.91216508386168,7.17753488386767
"FBgn0000535",215.325534652476,155.351539147128,102.694333451369,95.1023372112466
"FBgn0000536",553.203368282692,578.857645866689,623.990330875937,599.32416280295
"FBgn0000541",3724.67361005241,2858.66622035703,3168.85371792796,2738.22955819551
"FBgn0000542",140.877876394971,121.708530669406,127.145365225504,130.990011630585
"FBgn0000543",523.42430497969,560.057141129138,602.473422914698,687.248965130329
"FBgn0000546",836.104469661212,636.248660328685,688.541054759655,612.782040710202
"FBgn0000547",284.046449967097,205.816051863712,295.368463831557,335.549755820813
"FBgn0000551",2.290697177154,0,2.93412381289626,0.897191860483458
"FBgn0000556",150317.839462023,165361.3236695,143175.461656628,147272.249514639
"FBgn0000557",30.9244118915791,29.685007480343,28.3631968579971,39.4764418612722
"FBgn0000559",80251.1395558248,86417.0147762759,84358.9937445803,86134.007373854
"FBgn0000560",0,0,0,0.897191860483458
"FBgn0000562",1228.95903554312,1030.0697595679,1104.20859491996,1021.90152909066
"FBgn0000565",353.912713870294,410.642603478078,614.209918166283,674.688279083561
"FBgn0000566",485.627801556649,593.70014960686,719.838375430548,578.688750011831
"FBgn0000567",305.80807315006,247.375062336192,115.408869973919,92.4107616297962
"FBgn0000568",3805.99335984138,2795.33820439897,2600.61173949705,2448.43658725936
"FBgn0000575",1088.08115914815,829.201208950915,1014.22879799114,1048.81728490516
"FBgn0000577",0,0.989500249344767,0,0
"FBgn0000578",5077.33029316185,4024.29751408517,3612.88445494626,3517.88928495564
"FBgn0000579",6081.80100534388,5975.59200579305,8547.1026669668,8311.58539551876
"FBgn0000581",3062.6621258549,2442.08661538289,2596.69957441319,2295.01677911669
"FBgn0000588",269.156918315596,285.965572060638,282.653927309006,225.195156981348
"FBgn0000591",0,0,0,0
"FBgn0000592",2.290697177154,1.97900049868953,0,3.58876744193383
"FBgn0000594",25.1976689486941,20.7795052362401,7.82433016772335,10.7663023258015
"FBgn0000606",1.145348588577,0,1.95608254193084,0
"FBgn0000611",988.435831941953,1053.81776555218,934.029413771975,877.453639552822
"FBgn0000615",237.087157835439,262.217566076363,287.544133663833,240.447418609567
"FBgn0000617",641.395209603121,683.744672297234,681.694765862897,657.641633734375
"FBgn0000618",77.8837040232361,122.698030918751,114.430828702954,142.65350581687
"FBgn0000625",0,0,0,0.897191860483458
"FBgn0000629",938.040494044565,865.812718176671,826.444873965779,854.126651180252
"FBgn0000630",24.052320360117,19.7900049868953,14.6706190644813,15.2522616282188
"FBgn0000633",14.889531651501,12.863503241482,22.4949492322046,30.5045232564376
"FBgn0000634",231.360414892554,199.879050367643,306.126917812176,285.30701163374
"FBgn0000635",140.877876394971,108.845027427924,136.925777935159,151.625424421704
"FBgn0000636",42.3778977773491,44.5275112205145,29.3412381289626,31.401715116921
"FBgn0000639",0,1.97900049868953,0,0.897191860483458
"FBgn0000640",0,0,0,1.79438372096692
"FBgn0000644",5.72674294288501,4.94750124672384,0.978041270965419,5.38315116290075
"FBgn0000658",2.290697177154,0.989500249344767,3.91216508386168,2.69157558145038
"FBgn0000659",0,0.989500249344767,1.95608254193084,1.79438372096692
"FBgn0000662",955.22072287322,832.169709698949,840.137451759295,816.444593039947
"FBgn0000667",1314.8601796864,1280.41332265213,1193.21035057781,1150.19996513979
"FBgn0000709",2037.57513907849,1753.39444183893,1599.09747802846,1618.53411631216
"FBgn0000711",721.569610803511,743.11468725792,750.157654830476,736.594517456919
"FBgn0000715",0,0,0,0
"FBgn0000719",1850.88331914044,1480.29237301977,1451.41324611268,1592.51555235814
"FBgn0000721",737.60449104359,652.080664318202,729.618788140203,710.575953502899
"FBgn0000723",1747.80194616851,1562.42089371539,1494.44706203516,1543.17000003155
"FBgn0000808",90.4825384975832,110.824027926614,93.8919620126802,99.5882965136639
"FBgn0000810",190.127865703782,171.183543136645,200.498460547911,171.363645352341
"FBgn0000826",82.4650983775442,73.2230184515128,127.145365225504,131.887203491068
"FBgn0000927",35.5058062458871,25.7270064829639,31.2973206708934,28.7101395354707
"FBgn0000928",460.430132607955,438.348610459732,646.485280108142,599.32416280295
"FBgn0000964",0,0.989500249344767,0,0
"FBgn0000986",1865.77285079194,1555.49439196997,1898.37810694388,1709.15049422099
"FBgn0000996",932.31375110168,935.077735630805,826.444873965779,788.63164536496
"FBgn0001075",43.5232463659261,32.6535082283773,35.2094857547551,28.7101395354707
"FBgn0001078",1078.91837043954,843.054212441742,935.985496313906,846.051924435901
"FBgn0001079",290.918541498559,274.091569068501,291.456298747695,289.792970936157
"FBgn0001083",154.622059457895,135.561534160233,160.398768438329,151.625424421704
"FBgn0001084",43.5232463659261,49.4750124672384,50.8581460902018,61.9062383733586
"FBgn0001085",3.43604576573101,5.9370014960686,13.6925777935159,6.28034302338421
"FBgn0001086",845.267258369828,783.684197481056,850.895905739914,829.902470947199
"FBgn0001087",1350.36598593229,1319.00383237657,1335.0263348678,1388.85300002839
"FBgn0001089",37.7965034230411,43.5380109711698,39.1216508386168,50.2427441870737
"FBgn0001090",35.5058062458871,19.7900049868953,38.1436095676513,42.1680174427225
"FBgn0001091",2729.365686579,2733.98918893959,4583.10139574395,4652.83698846722
"FBgn0001092",5750.79526324513,6377.32910702702,8386.70389852847,8806.83530250563
"FBgn0001098",431.79641789353,424.495606968905,336.446197212104,349.007633728065
"FBgn0001104",5125.43493388208,4705.07368563437,5141.56296146521,5246.77800010727
"FBgn0001105",3117.6388581066,3029.84976349368,3266.6578450245,3269.36713960172
"FBgn0001108",1910.44144574644,1753.39444183893,1683.20902733149,1648.14144770811
"FBgn0001112",1.145348588577,0,0,0
"FBgn0001114",34360.4576573101,34005.1655689823,25102.4072605984,25072.9237330707
"FBgn0001120",1.145348588577,0.989500249344767,0.978041270965419,1.79438372096692
"FBgn0001122",577.255688642809,473.970619436143,827.422915236744,837.97719769155
"FBgn0001123",640.249861014544,582.815646864068,566.285895888978,609.193273268268
"FBgn0001124",806.32540635821,812.379704712054,1229.39787760353,1240.81634304862
"FBgn0001125",1907.00539998071,1976.0319979415,1823.06892907954,1815.91632561852
"FBgn0001128",234.796460658285,234.51155909471,160.398768438329,189.30748256201
"FBgn0001133",356.203411047448,410.642603478078,378.501971863617,390.278459310304
"FBgn0001134",6.87209153146201,11.8740029921372,7.82433016772335,4.48595930241729
"FBgn0001137",444.395252367877,499.697625919107,180.937635128602,193.793441864427
"FBgn0001138",0,0,0,0
"FBgn0001139",3465.82482903401,3214.88631012115,2926.29948272853,3020.8449942478
"FBgn0001142",331.005742098754,364.136091758874,281.675886038041,273.643517447455
"FBgn0001145",360.784805401756,335.440584527876,368.721559153963,361.568319774834
"FBgn0001147",0,0,0,0
"FBgn0001149",1476.35433067576,1704.90892962103,1483.68860805454,1584.44082561379
"FBgn0001150",37.7965034230411,39.5800099737907,27.3851555870317,34.0932906983714
"FBgn0001168",2273.51694832535,2044.30751514629,2051.93058648545,2120.06436632241
"FBgn0001169",1154.51137728562,935.077735630805,1048.46024247493,1012.92961048582
"FBgn0001170",3.43604576573101,0.989500249344767,1.95608254193084,0.897191860483458
"FBgn0001174",0,1.97900049868953,0,0
"FBgn0001179",671.174272906123,662.965167060994,756.025902456269,759.024313969006
"FBgn0001180",4.58139435430801,5.9370014960686,0.978041270965419,1.79438372096692
"FBgn0001185",324.133650567292,332.472083779842,311.017124167003,368.745854658701
"FBgn0001186",1968.85422376387,1846.40746527734,1966.84099591146,1988.17716283134
"FBgn0001187",8.01744012003902,5.9370014960686,4.89020635482709,14.3550697677353
"FBgn0001189",938.040494044565,906.382228399807,1150.17653465533,1085.60215118498
"FBgn0001197",2060.48211085003,2240.22856451655,2794.2639111482,2829.74312796483
"FBgn0001202",514.261516271074,580.836646365378,490.97671802464,518.576895359439
"FBgn0001203",369.947594110372,314.661079291636,291.456298747695,337.34413954178
"FBgn0001205",359.639456813179,319.60858053836,348.182692463689,334.65256396033
"FBgn0001206",372.238291287526,366.115092257564,548.6811530116,521.268470940889
"FBgn0001208",0,0,0.978041270965419,0
"FBgn0001215",5193.01050060813,4610.08166169727,4438.35128764107,4688.72466288655
"FBgn0001216",1.145348588577,0.989500249344767,0.978041270965419,3.58876744193383
"FBgn0001217",2.290697177154,3.95800099737907,2.93412381289626,1.79438372096692
"FBgn0001218",22429.3614101034,23948.8745348914,22637.7432577656,24965.2607098127
"FBgn0001219",57729.0049100466,66578.5242771627,74661.7145429582,77110.9488329718
"FBgn0001220",4172.50490818602,4484.41513003048,4691.66397682111,4673.47240125833
"FBgn0001222",808.616103535364,791.600199475814,714.948169075721,778.762534899642
"FBgn0001224",219.906929006784,305.755577047533,654.309610275865,776.968151178675
"FBgn0001225",182.110425583743,223.627056351917,466.525686250505,537.417924429592
"FBgn0001226",506.244076151035,655.049165066236,1662.67016064121,1805.15002329272
"FBgn0001227",26.3430175372711,20.7795052362401,31.2973206708934,30.5045232564376
"FBgn0001229",0,0.989500249344767,5.86824762579251,2.69157558145038
"FBgn0001230",148.89531651501,140.509035406957,146.706190644813,161.494534887023
"FBgn0001233",32286.2313633971,35005.5503210698,38242.3917360188,36264.4950007414
"FBgn0001234",1069.75558173092,742.125187008575,566.285895888978,585.866284895698
"FBgn0001235",1.145348588577,0,0.978041270965419,0
"FBgn0001247",859.011441432752,877.686721168809,988.799724946039,981.527895368904
"FBgn0001248",1987.1798011811,2176.90054855849,2578.11679026484,2539.95015702867
"FBgn0001250",34.3604576573101,33.6430084777221,28.3631968579971,34.0932906983714
"FBgn0001253",2.290697177154,3.95800099737907,2.93412381289626,0.897191860483458
"FBgn0001254",0,0.989500249344767,1.95608254193084,0
"FBgn0001255",10.308137297193,16.821504238861,19.5608254193084,6.28034302338421
"FBgn0001256",2.290697177154,0.989500249344767,0,0
"FBgn0001257",5102.52796211055,4985.10225619894,7540.69819914338,8148.29647691077
"FBgn0001258",807.470754946787,878.676221418153,1646.0434590348,1697.4870000347
"FBgn0001259",16.034880240078,12.863503241482,9.78041270965419,16.1494534887023
"FBgn0001263",35.5058062458871,32.6535082283773,33.2534032128242,26.9157558145038
"FBgn0001269",0,0,0,0
"FBgn0001276",89.3371899090062,130.614032913509,108.562581077161,110.354598839465
"FBgn0001280",300.081330207175,354.241089265427,384.37021948941,433.34366861351
"FBgn0001281",0,0,0,0
"FBgn0001291",920.86026521591,914.298230394565,855.786112094742,926.799191879413
"FBgn0001296",64.1395209603121,54.4225137139622,55.7483524450289,65.4950058152925
"FBgn0001297",10528.0442261998,8858.00623213436,7202.29591938934,7023.21788386451
"FBgn0001301",862.447487198483,785.663197979745,926.205083604252,861.30418606412
"FBgn0001308",3567.76085341736,3167.3902981526,3057.3570130379,3073.77931401633
"FBgn0001311",11.45348588577,6.92650174541337,13.6925777935159,14.3550697677353
"FBgn0001316",9828.23623857926,8383.04611244887,10193.1461260016,10114.9410350905
"FBgn0001319",1.145348588577,0.989500249344767,0.978041270965419,1.79438372096692
"FBgn0001321",6.87209153146201,3.95800099737907,4.89020635482709,13.4578779072519
"FBgn0001323",0,0,0,0
"FBgn0001324",2069.64489955864,1874.11347225899,2005.96264675007,1861.67311050318
"FBgn0001325",0,0,0.978041270965419,0.897191860483458
"FBgn0001330",356.203411047448,330.493083281152,323.731660689554,296.073313959541
"FBgn0001332",1059.44744443373,991.479249843457,708.101880178963,672.893895362594
"FBgn0001337",507.389424739612,438.348610459732,542.812905385808,522.165662801373
"FBgn0001341",239.377855012593,235.501059344055,273.851555870317,225.195156981348
"FBgn0001404",934.604448278834,777.747195984987,977.063229694454,1028.18187211404
"FBgn0001491",160.34880240078,193.942048871574,172.135263689914,168.67206977089
"FBgn0001565",1761.54612923143,1981.96899943757,1590.29510658977,1683.13193026697
"FBgn0001612",531.441745099729,553.130639383725,605.407546727594,601.118546523917
"FBgn0001624",5081.91168751616,4231.10306619822,4050.0689030678,4101.96118613037
"FBgn0001941",1983.74375541537,2087.84552611746,1818.17872272471,1914.6074302717
"FBgn0001942",45143.9146187625,51255.1234158096,41289.9683363471,42549.323983428
"FBgn0001961",5419.78952114637,5657.96242575338,5427.15101258711,5416.34726173864
"FBgn0001965",1492.38921091583,1321.97233312461,1375.12602697738,1383.46984886549
"FBgn0001967",19.470926005809,19.7900049868953,3.91216508386168,6.28034302338421
"FBgn0001970",435.232463659261,437.359110210387,395.128673470029,376.820581403053
"FBgn0001974",284.046449967097,248.364562585537,247.444441554251,272.746325586971
"FBgn0001977",432.941766482107,502.666126667142,641.595073753315,609.193273268268
"FBgn0001978",4809.31872343483,4539.82714399379,4598.7500560794,4686.0330873051
"FBgn0001981",0,0,1.95608254193084,0.897191860483458
"FBgn0001986",1141.91254281127,1140.89378749452,1073.88931552003,994.985773276155
"FBgn0001987",422.633629184914,369.083593005598,491.954759295606,509.604976754604
"FBgn0001989",649.41264972316,716.398180525611,601.495381643733,541.006691871526
"FBgn0001990",313.825513270099,326.535082283773,285.588051121902,310.428383727277
"FBgn0001991",3.43604576573101,2.9685007480343,1.95608254193084,2.69157558145038
"FBgn0001992",3.43604576573101,7.91600199475814,6.84628889675793,5.38315116290075
"FBgn0001994",2384.61576141732,1949.31549120919,2144.84450722716,2121.85875004338
"FBgn0001995",364.220851167487,403.716101732665,395.128673470029,385.792500007887
"FBgn0002021",180.965076995166,188.994547624851,201.476501818876,220.709197678931
"FBgn0002022",908.261430741563,1044.91226330807,1004.44838528149,1012.03241862534
"FBgn0002023",1.145348588577,2.9685007480343,0.978041270965419,2.69157558145038
"FBgn0002031",2408.66808177744,2565.77414655098,2989.87216534129,2837.81785470918
"FBgn0002036",45.8139435430801,61.3490154593756,45.9679397353747,54.728703489491
"FBgn0002044",2227.70300478227,2056.18151813843,2073.44749444669,1871.54222096849
"FBgn0002069",2911.47611216274,3183.22230214212,3310.66970221794,3334.86214541702
"FBgn0002121",2638.88314808141,1924.57798497557,1807.42026874409,1683.13193026697
"FBgn0002174",931.168402513103,904.403227901117,943.809826481629,884.63117443669
"FBgn0002183",5557.23135177561,5635.20392001845,5569.94503814806,5766.25208732719
"FBgn0002283",266.866221138442,264.196566575053,251.356606638113,277.232284889389
"FBgn0002284",1120.15091962831,1199.27430220586,1412.29159527407,1361.04005235341
"FBgn0002306",14.889531651501,2.9685007480343,6.84628889675793,2.69157558145038
"FBgn0002354",84.7557955546982,134.572033910888,102.694333451369,122.01809302575
"FBgn0002413",2390.3425043602,2231.32306227245,2158.53708502068,2119.16717446193
"FBgn0002431",4466.85949545031,3932.2739908961,4270.12818903502,3475.72126751292
"FBgn0002440",25.1976689486941,26.7165067323087,28.3631968579971,27.8129476749872
"FBgn0002441",1316.00552827498,1282.39232315082,1307.64117928077,1264.14333142119
"FBgn0002466",1655.02871049377,1534.71488673373,1772.21078298934,1584.44082561379
"FBgn0002521",249.685992309787,192.95254862223,183.871758941499,190.204674422493
"FBgn0002522",1.145348588577,0.989500249344767,0,0
"FBgn0002524",3887.31310963035,3855.09297144721,3876.95559810692,3571.72079658465
"FBgn0002525",3681.15036368649,3269.30882383511,4010.94725222918,3760.13108728617
"FBgn0002526",64958.4452011447,57369.2454565109,66854.9891181122,57834.7817104847
"FBgn0002527",34842.649413101,32893.9567889681,20752.0796873443,18850.0009887575
"FBgn0002528",11311.4626607865,10532.2406540257,11443.0828702954,10684.6578664975
"FBgn0002531",12.598834474347,4.94750124672384,3.91216508386168,2.69157558145038
"FBgn0002533",0,0,0,0
"FBgn0002534",1.145348588577,0,0,1.79438372096692
