"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0027279",2051.42737834503,-1.21205286186086,0.11100837188662,-10.9185716469998,9.39618283185425e-28,3.55578404594027e-25
"FBgn0036985",1310.95218641439,-1.29850157988573,0.119071285327609,-10.905245343687,1.08799374063479e-27,3.9301301167385e-25
"FBgn0035147",15123.4343293509,-1.09826513414902,0.101689878799101,-10.800142031035,3.43671537947369e-27,1.18745987481206e-24
"FBgn0040091",768.898268653296,-1.57262769451679,0.147614082280769,-10.653642729869,1.67672593036254e-26,5.55205873691296e-24
"FBgn0038832",179.643773626705,-2.40660227281369,0.235647440225594,-10.212724019025,1.73912552519752e-24,5.52833221949788e-22
"FBgn0033913",3667.70204702405,-1.04828980719167,0.10450423315669,-10.0310750629584,1.11298100730408e-23,3.40186925578674e-21
"FBgn0053307",630.675634084674,-1.54935285986298,0.15503005053233,-9.99388734340812,1.62097341026283e-23,4.7710650708736e-21
"FBgn0029002",1283.08990045789,1.25716372119283,0.126684875346809,9.92355020874636,3.28846779090977e-23,9.3333762622714e-21
"FBgn0003501",232.383544505973,2.09705953458502,0.216620923705681,9.68078013292134,3.63928250346134e-22,9.97288898448526e-20
"FBgn0034434",82.8867286609161,-3.85270293485166,0.406158476146507,-9.48571348653065,2.40730520464867e-21,6.37695148711432e-19
"FBgn0039419",1122.04964865029,-1.18383968297678,0.125840468251297,-9.40746406484046,5.0825109801917e-21,1.30292628256721e-18
"FBgn0034010",400.274849160251,-1.57162024493297,0.167738590010034,-9.36946140324035,7.29035890279887e-21,1.81051506876696e-18
"FBgn0000406",213.98244230382,-2.22636591186675,0.237735603886967,-9.36488214413726,7.61352133676598e-21,1.83347436555392e-18
"FBgn0034751",12206.3757083384,-1.04471381827071,0.113940905297198,-9.16890923014635,4.77829363307131e-20,1.1168558677064e-17
"FBgn0043364",729.81384781559,-1.24087899113868,0.135882569505651,-9.13199533724651,6.72482139026236e-20,1.52691873109757e-17
"FBgn0000116",583.737405137535,1.43572001544962,0.158436021664038,9.06182824063867,1.28282082828603e-19,2.83182697844141e-17
"FBgn0051363",5112.8086156008,0.947062663067224,0.104843827579815,9.03307981908854,1.66906849971167e-19,3.58488847762397e-17
"FBgn0031912",1015.62984142093,-1.11849729754283,0.124190197678432,-9.00632512429825,2.13076808912066e-19,4.4561089484847e-17
"FBgn0041087",1007.43914746899,1.13639074941599,0.12655440506189,8.97946419850222,2.72088509085303e-19,5.5443266197459e-17
"FBgn0036373",3150.07669855027,-1.02434179543073,0.114654216783582,-8.93418335728763,4.10196605326439e-19,8.14958105632302e-17
"FBgn0003748",832.767394317021,1.15100528780243,0.129980359534269,8.85522468107165,8.35154141243976e-19,1.61877316108924e-16
"FBgn0051092",128.825114450061,2.40283586224307,0.276057312845226,8.70411958110395,3.20049457908124e-18,6.055792957133e-16
"FBgn0037754",149.354666684196,-2.18407940472689,0.251592306654585,-8.68102619578684,3.92213794348623e-18,7.24865819462444e-16
"FBgn0031805",2438.30166829411,-0.898544824947219,0.104982105108094,-8.55902845558336,1.13822623295954e-17,2.05579178939306e-15
"FBgn0003137",3591.93324897781,0.956608726608418,0.114252402400981,8.37276684345856,5.62808918891836e-17,9.93920550762982e-15
"FBgn0039464",720.665765729373,1.13153898459448,0.135683549061917,8.33954442095351,7.45772971101235e-17,1.28840386985685e-14
"FBgn0052521",2179.82617290953,-0.969933121518743,0.116471656720576,-8.32763222253878,8.24752650584251e-17,1.39453389663682e-14
"FBgn0011260",143.746194721234,2.13684045715456,0.257129234553663,8.31037536771648,9.53998147297822e-17,1.57946318261996e-14
"FBgn0036576",1436.85170728549,-1.10732023751051,0.133736805193152,-8.27984664289865,1.23334008703239e-16,2.00027625951968e-14
"FBgn0004507",1529.41540580948,0.930765974666691,0.113075566766827,8.23136245327004,1.85095976380432e-16,2.94191544859058e-14
"FBgn0000043",24511.2528666926,0.753701454336568,0.091793556810331,8.21083178957656,2.19661432646279e-16,3.35701808699996e-14
"FBgn0001258",1257.41935885861,0.986951780246668,0.120169064558342,8.21302707043628,2.15680898994591e-16,3.35701808699996e-14
"FBgn0022160",1123.78863149802,-0.989318363174969,0.121069228866526,-8.17150957710034,3.04554323941426e-16,4.56659096672172e-14
"FBgn0052407",116.786348069307,-2.28916265045457,0.282278104706049,-8.10960046950293,5.07864726839433e-16,7.47407589665365e-14
"FBgn0040827",143.265102696627,-2.05568784563189,0.254477699293761,-8.07806676709566,6.58015786814895e-16,9.5077299233054e-14
"FBgn0031150",557.273088849062,1.17361222644626,0.145496652573015,8.0662489871188,7.24908975353693e-16,1.02872350484568e-13
"FBgn0033635",2172.90598127587,0.862327291151823,0.106970552154742,8.06135215516506,7.54551134412721e-16,1.05200313424174e-13
"FBgn0001224",489.235066877214,1.44144631791886,0.179054178072099,8.05033612417823,8.25669618599832e-16,1.12982784710673e-13
"FBgn0030041",65.8209582005399,-3.36321144637833,0.417873078013744,-8.04840422447056,8.38805121168958e-16,1.12982784710673e-13
"FBgn0037468",2136.43333973852,0.931455807346662,0.115972574046227,8.03169038030824,9.61387435122404e-16,1.27335765781962e-13
"FBgn0032004",628.218379815622,-1.13128073083266,0.14268573338926,-7.92847822946967,2.21847539439657e-15,2.89020064906058e-13
"FBgn0002527",26834.6717195427,-0.774369011742353,0.0993078082404245,-7.7976649113794,6.30631970388684e-15,8.08327785270786e-13
"FBgn0086355",3554.33783602688,0.787710869413982,0.101772216811944,7.73994017315669,9.94636057494084e-15,1.25466234109611e-12
"FBgn0038149",820.402855321046,1.07768341280215,0.13969545426023,7.71452026487993,1.21438139672666e-14,1.50792014996668e-12
"FBgn0063649",439.922947875535,-1.28760456293694,0.167585006785941,-7.68329212518165,1.55051470735094e-14,1.89568313527968e-12
"FBgn0026376",955.770755662969,-1.10483611229745,0.14440468515493,-7.65097137334627,1.99466747791777e-14,2.40176097682007e-12
"FBgn0001137",329.705988820003,-1.33344586750968,0.176313950026161,-7.56290620970055,3.94161823083025e-14,4.67522986274746e-12
"FBgn0001091",3674.82331493244,0.757484524467412,0.100254525594302,7.55561427254376,4.16887621637466e-14,4.87206754287198e-12
"FBgn0034718",424.245434882946,1.19113319185112,0.159502517433022,7.46780183172531,8.15455233359331e-14,9.39191701377768e-12
"FBgn0051523",2911.02802213911,-0.796582897635262,0.108032742031033,-7.37353215941179,1.66165580538462e-13,1.88645409791309e-11
"FBgn0039109",321.443290338232,-1.31391704197666,0.178458748117138,-7.36258130150184,1.80387491823137e-13,2.01906957396968e-11
"FBgn0010395",699.935352025943,1.03897253642687,0.141394954965438,7.34801702564866,2.01168880424872e-13,2.22040151768953e-11
"FBgn0026721",3118.56455344056,-0.806829487097516,0.111515132506603,-7.23515695997351,4.64991040514033e-13,5.06203260132194e-11
"FBgn0023549",167.467562580603,-1.64976712713263,0.228239942918429,-7.22821389647055,4.89387519882667e-13,5.25562516284805e-11
"FBgn0001225",352.420273153939,1.3043983842663,0.180847473946887,7.21269894347204,5.48536029133958e-13,5.81228776470342e-11
"FBgn0031327",632.774068920212,1.01254975300731,0.140692383203592,7.19690526204305,6.15945268963388e-13,6.44068033217374e-11
"FBgn0004396",1731.9932963568,1.00257951010288,0.140539106680052,7.13381160437662,9.76269347981694e-13,1.00758604005331e-10
"FBgn0034638",1200.11622827209,-0.880496758298097,0.123639331784581,-7.12149399053856,1.0676339069743e-12,1.08775469983651e-10
"FBgn0063498",225.629398272778,-1.4585155039674,0.205637654113402,-7.09264803790787,1.3156977490677e-12,1.32352531795456e-10
"FBgn0024288",42.5649851152797,-4.26094258674552,0.60441170238289,-7.04973542032156,1.79258309824763e-12,1.78070723522174e-10
"FBgn0050147",709.049236559546,-0.950042090587682,0.135135328044128,-7.03030143440693,2.06087819691914e-12,2.021950497644e-10
"FBgn0029766",16238.8456581956,-0.692105975525285,0.0987933701858785,-7.00559130863838,2.45944872964006e-12,2.38356573834751e-10
"FBgn0030237",1444.93816017179,-0.953774771766266,0.136277543244267,-6.99876699462289,2.58224889383011e-12,2.47242553726119e-10
"FBgn0033764",53.9454075928086,3.26658956460961,0.467538322072351,6.98678463431733,2.8125747545631e-12,2.66089661601345e-10
"FBgn0043841",10994.8874205253,-0.716087075261942,0.102638564094886,-6.9767838392589,3.02013834568066e-12,2.82365169801461e-10
"FBgn0039714",1756.70913308306,-0.759078489150756,0.10996396513304,-6.90297488120208,5.09246374501391e-12,4.70579178856111e-10
"FBgn0016715",110.08542783564,-1.92498797368449,0.279594367213201,-6.88493116964912,5.78154824969116e-12,5.28114528049376e-10
"FBgn0035765",415.921489567499,1.10428557990266,0.160755454998229,6.86935059164756,6.44948251940887e-12,5.82432245247071e-10
"FBgn0003884",33509.3720181846,0.627394553762829,0.0924282361577616,6.78791005696525,1.13769536956807e-11,1.015872483366e-09
"FBgn0036663",5862.44676550069,-0.692049514003346,0.102605625380858,-6.74475216572732,1.53288448193958e-11,1.35353699755265e-09
"FBgn0040752",3782.89024393295,-0.926224061456317,0.138478635058194,-6.68857012539934,2.25361651061971e-11,1.96807586921921e-09
"FBgn0032775",2290.11051784041,-0.710707244394716,0.10650280212816,-6.67313188191508,2.50401175668373e-11,2.16297624243105e-09
"FBgn0031322",300.933329574769,-1.30811427904137,0.196201243501649,-6.66720687236813,2.6071748147025e-11,2.22787293036997e-09
"FBgn0032405",66.4572603231568,2.52183847485953,0.379197799162711,6.65045651749004,2.92185314924897e-11,2.47020925288102e-09
"FBgn0036968",508.422308479614,-1.00579977136726,0.151504608062266,-6.63874045965578,3.16374900401345e-11,2.64655929840999e-09
"FBgn0035266",327.551701063677,1.17214613719866,0.177001787714342,6.62222767540831,3.53825512058644e-11,2.92901181701046e-09
"FBgn0040271",774.14796049467,0.920905123129615,0.139617823729968,6.59589942406437,4.22685410133745e-11,3.46297005601327e-09
"FBgn0051038",559.415334024626,-0.985889446694712,0.150510533828881,-6.55030197298745,5.74208532103612e-11,4.65636245370144e-09
"FBgn0013763",22433.3923664811,-0.724403104851417,0.110748896136302,-6.54095101733451,6.11288522014255e-11,4.90697968125988e-09
"FBgn0033113",280.151595252874,1.31880405178226,0.203302041540943,6.48691986458319,8.76089046025285e-11,6.96227964876294e-09
"FBgn0037290",50.4514705881651,2.93479990958863,0.454661129888226,6.45491711664491,1.08278146717906e-10,8.51966764323959e-09
"FBgn0035542",438.157960583437,-1.09482124499723,0.169771720498958,-6.44878453124911,1.12750725007322e-10,8.78460795718809e-09
"FBgn0040388",975.346875884151,-0.861349536593191,0.133922018959025,-6.43172454603398,1.26164225482317e-10,9.7342436884269e-09
"FBgn0033504",1590.39438537082,-0.802021458184159,0.125036510365888,-6.41429815849183,1.4147308862411e-10,1.08104484163058e-08
"FBgn0260966",598.769689456284,-1.04351002956882,0.163021778288275,-6.40104678359946,1.54315275743261e-10,1.16794618698257e-08
"FBgn0001257",6444.15622359091,0.637280000021467,0.0998529961531949,6.38218205334319,1.74582235617954e-10,1.30491758007943e-08
"FBgn0039809",408.968287102824,-1.04439887143899,0.163667898947331,-6.38120778818752,1.7569671708632e-10,1.30491758007943e-08
"FBgn0035811",875.039583834889,0.838785352469989,0.131625497577548,6.3725142005698,1.85954195239458e-10,1.36831295330368e-08
"FBgn0051337",691.705395394519,-0.988260654694641,0.155715394750418,-6.34658285571976,2.20150003354098e-10,1.6050752996835e-08
"FBgn0033095",1138.89277234832,0.764322934628891,0.12055818215684,6.3398677796464,2.29962430374218e-10,1.66137403107628e-08
"FBgn0260011",81.0023604476511,2.17262591730018,0.342806770578691,6.33775672992857,2.33134539415374e-10,1.66911728354413e-08
"FBgn0027580",1017.88754849473,-0.819655264041669,0.129649637253651,-6.32207911571761,2.58067183211865e-10,1.8311249151649e-08
"FBgn0051431",1610.19378741192,-0.731500320474666,0.115776447854372,-6.31821354024244,2.64604223401788e-10,1.8608935959062e-08
"FBgn0036684",653.082752932634,-0.892021741360187,0.141442485767998,-6.30660396355967,2.85224416446085e-10,1.98831441885705e-08
"FBgn0085359",36.4710174668538,-5.24528538210494,0.833024785549191,-6.29667384824193,3.0410018792179e-10,2.10146451601258e-08
"FBgn0028542",927.280946925476,-0.902700815302771,0.143582464360911,-6.2869851086671,3.23690411704749e-10,2.2175583636359e-08
"FBgn0051195",713.617833226424,0.837339481293752,0.133686368578413,6.2634619385492,3.76523090253367e-10,2.54366461934169e-08
"FBgn0261560",1225.01380871903,-0.788611880847655,0.125916428202077,-6.26297848587361,3.77692745793784e-10,2.54366461934169e-08
"FBgn0037239",544.087966644378,-0.90653604909281,0.144786257611824,-6.26120229948383,3.82020548922915e-10,2.55119101032807e-08
"FBgn0036299",552.158599041633,0.915577642837355,0.146517032751603,6.24895021174485,4.13220602355591e-10,2.7365534390999e-08
"FBgn0028327",2964.66630729662,0.674806610385358,0.108090471943069,6.24297959158488,4.29312935713671e-10,2.81962801662524e-08
"FBgn0003074",1743.38965272178,0.700354964071545,0.112243672448076,6.23959416862035,4.38707586857837e-10,2.82914108501265e-08
"FBgn0024315",63.9965004942101,-2.30723768647091,0.369810027710732,-6.23898086472561,4.40430860918351e-10,2.82914108501265e-08
"FBgn0027836",2736.05959176521,0.64582832201161,0.103520984406731,6.23862230167913,4.41441417568351e-10,2.82914108501265e-08
"FBgn0004369",602.891179515225,-0.91289216433947,0.146605552913729,-6.22685939376846,4.758778338329e-10,3.02544091637604e-08
"FBgn0003076",1186.48797298269,0.766762590236494,0.123200422794972,6.22370096499202,4.85562154990493e-10,3.06250987754718e-08
"FBgn0035403",388.106633065672,-1.05523244042899,0.16961917343713,-6.22118607847197,4.93410560684966e-10,3.08750687067986e-08
"FBgn0000567",190.250691772492,-1.41276180382479,0.227393921333534,-6.2128389164484,5.20357863057755e-10,3.23069057634374e-08
"FBgn0029801",1082.79827805662,-0.780002207827404,0.125735604320902,-6.20351102649241,5.52171695471873e-10,3.40163446815114e-08
"FBgn0041629",11216.318318733,0.587293208237057,0.0949880775042195,6.18280971326079,6.29706029069277e-10,3.8494413946258e-08
"FBgn0040398",3158.3354369485,-0.720823832748618,0.11681006956218,-6.17090491813217,6.79002475258089e-10,4.11910890906567e-08
"FBgn0031547",171.794432437015,-1.48293782646842,0.240922963240622,-6.15523653918925,7.49655219834894e-10,4.51326517577871e-08
"FBgn0003887",20049.4990757268,0.566419452649741,0.092487436388129,6.12428535993504,9.10915159783637e-10,5.44288930436133e-08
"FBgn0036896",455.913386451029,-0.968196019854752,0.158197943793109,-6.12015552566826,9.34840690308843e-10,5.50757060506866e-08
"FBgn0037683",1097.55782525824,-0.920328429232494,0.150379823393585,-6.12002600125247,9.35600895538277e-10,5.50757060506866e-08
"FBgn0037607",4473.27520410476,0.60465464595504,0.0989092514342875,6.11322638870395,9.76367052825542e-10,5.69360202837514e-08
"FBgn0261015",269.763213714576,-1.17806061569023,0.192733387534812,-6.11238473394988,9.81531996838297e-10,5.69360202837514e-08
"FBgn0031313",1158.31759339411,-0.722519805168455,0.118566034534304,-6.09381774473879,1.10249175851284e-09,6.34891449630548e-08
"FBgn0027596",587.889433693144,-0.929746531750684,0.152926702674361,-6.07968729784533,1.20417149825382e-09,6.88456899037635e-08
"FBgn0039479",153.866357275181,1.42461793508363,0.236360773308805,6.0273027336155,1.66718546614531e-09,9.46365921389772e-08
"FBgn0031449",672.220144405032,-0.819414362530485,0.136655919701526,-5.99618636587561,2.02005183008987e-09,1.13853559529959e-07
"FBgn0031307",1534.85448461773,0.687969083423006,0.114760120814813,5.99484453779176,2.03680198095861e-09,1.13989192554071e-07
"FBgn0031359",439.160280001726,-0.933804037634962,0.156070946294145,-5.98320225389699,2.1879280547881e-09,1.21590659100707e-07
"FBgn0034885",140.777420040889,1.55932473789905,0.260674222692442,5.98189081295865,2.20562110556106e-09,1.21722714763151e-07
"FBgn0085402",3901.23259656472,-0.640397023506642,0.107452928138371,-5.95979127420314,2.5256031402992e-09,1.38420470041088e-07
"FBgn0050069",1134.19958095369,-0.952270452875988,0.159989929331081,-5.95206496344762,2.64780225910261e-09,1.44123866801976e-07
"FBgn0031703",68.6988688978919,-2.08410935596908,0.350697820244077,-5.94274967126568,2.80280289605951e-09,1.51522956564523e-07
"FBgn0003888",5602.06625992965,0.579665227344223,0.0977081545834051,5.93261872374646,2.98140652923351e-09,1.60089443836613e-07
"FBgn0030805",294.692248738585,1.06138574815211,0.179071950639386,5.92714684998055,3.08243307208635e-09,1.64403326334699e-07
"FBgn0032598",259.430559863991,1.13111110949386,0.191156559982351,5.91719745112749,3.27473480342759e-09,1.73495449885594e-07
"FBgn0038293",2662.02099589151,0.620382311255952,0.104975221266559,5.90979760529051,3.42528320621815e-09,1.80269706223944e-07
"FBgn0031374",1438.89973946479,-0.784173219057785,0.133118088673504,-5.89080888158715,3.84309812810423e-09,2.00928294895028e-07
"FBgn0034389",76.1538283699601,-2.03141321962486,0.345069561784006,-5.88696728022741,3.93346548261866e-09,2.04308824773663e-07
"FBgn0038198",53.0392203729999,2.64908293009633,0.455828306850878,5.81158056724846,6.18857367453672e-09,3.19354512932099e-07
"FBgn0033495",50.5685810448565,-2.42097000989934,0.417653707863555,-5.79659647290923,6.7674262025903e-09,3.46972490528936e-07
"FBgn0032036",5497.67961863835,-0.561753051976897,0.0972548898954053,-5.77609056553399,7.64562312408673e-09,3.89485685686649e-07
"FBgn0010225",9512.97011496985,-0.568732513648291,0.0986717648885935,-5.76388305499983,8.22003832123037e-09,4.16080538463807e-07
"FBgn0027949",1139.31383981795,0.700787969071926,0.121776908033628,5.7546868317465,8.68025581628783e-09,4.36594892228098e-07
"FBgn0039257",364.517328587951,-0.975610675123356,0.169898677517436,-5.742308824171,9.33942928240268e-09,4.66795248473296e-07
"FBgn0029092",5944.36871729453,-0.564927078546006,0.0992154165484192,-5.69394453200033,1.24137427939336e-08,6.1657508739619e-07
"FBgn0051642",94.9474422676388,1.86358843147148,0.327888285483565,5.68360784443117,1.31882494932582e-08,6.50975271570948e-07
"FBgn0005593",27105.2282590192,-0.641675900362264,0.113071722361325,-5.67494583934758,1.38732541915888e-08,6.80560191731827e-07
"FBgn0004108",558.000252419985,0.814839063249385,0.143721755519413,5.66955963141794,1.43165016539556e-08,6.97995329104203e-07
"FBgn0036732",1854.48763947589,-0.636430275736664,0.112526396070642,-5.6558309690921,1.55094047525885e-08,7.51544143712323e-07
"FBgn0020240",1811.94121927454,0.652703554188208,0.116585123764555,5.59851491435864,2.16195805844807e-08,1.03502288014535e-06
"FBgn0261545",1208.21782391389,-0.726258338146738,0.129723460749286,-5.59851189562667,2.16199569779953e-08,1.03502288014535e-06
"FBgn0031148",2303.25107203202,0.648131498384119,0.115870574905444,5.59358144993259,2.22432803229921e-08,1.05848711812466e-06
"FBgn0052135",161.580253914052,1.30277835843281,0.233159592984904,5.58749627992859,2.30366691508166e-08,1.08971672465202e-06
"FBgn0000299",41709.6647164007,0.642451135662818,0.115066703029216,5.58329315735847,2.36006426980488e-08,1.10978880190174e-06
"FBgn0036752",4203.44301136414,0.567634475765775,0.101685643911324,5.58224793522263,2.37429575405949e-08,1.10991343279475e-06
"FBgn0045852",1546.20356818409,-0.663183434715231,0.119053171501951,-5.5704810409386,2.54036960574639e-08,1.18060334835477e-06
"FBgn0031117",278.350500369719,1.07028371827897,0.192274412617707,5.56643863168094,2.59998287654289e-08,1.2012827860399e-06
"FBgn0261238",741.08227389234,0.779688546905457,0.140457685088058,5.5510565079913,2.83948275435743e-08,1.30435661554211e-06
"FBgn0000042",63558.2556434369,0.502707802656697,0.0907700071720304,5.53825892845803,3.0549338177331e-08,1.39526201434052e-06
"FBgn0004652",1525.65691762905,-0.775355880049626,0.140070620166151,-5.53546403328479,3.10405430066738e-08,1.40959540156593e-06
"FBgn0086450",4525.15476015387,-0.566862737914211,0.102809312890588,-5.5137294664879,3.51308478331113e-08,1.58627754391895e-06
"FBgn0024984",102.110137859248,1.57432889779269,0.285604481925289,5.51226958057514,3.54235786613967e-08,1.59045864193288e-06
"FBgn0026585",1567.58742940559,0.635795495105414,0.115364509739548,5.51118794281547,3.56419889347325e-08,1.59127464081078e-06
"FBgn0039613",1990.74194311595,-0.60572302940813,0.110239300622818,-5.49461966817624,3.91553342122664e-08,1.73836559209431e-06
"FBgn0014869",1272.20961736451,0.647794167211367,0.117929616129552,5.49305754120093,3.95034010356623e-08,1.74407515572449e-06
"FBgn0028990",1055.8839613205,-0.71197589905634,0.129819708161839,-5.48434370356739,4.15007212412959e-08,1.82213387682087e-06
"FBgn0028473",17586.3228492512,-0.556605442671669,0.101672856414246,-5.47447433171237,4.38812237760253e-08,1.91606640301139e-06
"FBgn0036824",2369.26239452562,-0.635775430291631,0.116277665788276,-5.46773471914444,4.55823389825428e-08,1.97946911417632e-06
"FBgn0020257",788.218389623817,-0.754379997449937,0.138082050331234,-5.46327343518084,4.67433745627407e-08,2.01885650896794e-06
"FBgn0030529",6428.55067262528,-0.532440558647608,0.0978446864474616,-5.44169109207076,5.27771373913757e-08,2.26713465323926e-06
"FBgn0033782",126.649968963623,-1.40413979266531,0.25850331985015,-5.4318056475223,5.57866630969055e-08,2.38353017005972e-06
"FBgn0260486",1368.2676072933,-0.762190035061133,0.14077645290668,-5.41418695615511,6.15678124846417e-08,2.61646741077779e-06
"FBgn0034405",1748.24834266478,0.613671348811836,0.113421716231174,5.41052780017067,6.28392667180438e-08,2.6562960245122e-06
"FBgn0031913",716.064434993811,-0.778394639965668,0.143989576738636,-5.40590963315752,6.44803020467791e-08,2.71124317653838e-06
"FBgn0032451",466.333055673739,0.865612909845905,0.160473981784593,5.39410127560636,6.8867369069878e-08,2.88046832630695e-06
"FBgn0261284",43.1386781910062,2.53101108270041,0.469546262095809,5.39033379033473,7.03269342806973e-08,2.92611595145917e-06
"FBgn0250906",2200.17870589849,0.575924993735315,0.106955347414204,5.38472369693624,7.25560173991468e-08,3.00313890766156e-06
"FBgn0003886",349.665967488811,0.922954657714485,0.171477316547461,5.3823717112988,7.35107658622073e-08,3.02689148345576e-06
"FBgn0028514",369.421578836617,-0.906156115827868,0.168720215560174,-5.37076196127007,7.84046472213982e-08,3.2117615024147e-06
"FBgn0003502",936.75145067736,0.664376096949474,0.124642276446904,5.33026286014995,9.80707149882902e-08,3.99675883083047e-06
"FBgn0011722",10104.6569059198,-0.539554921648589,0.101245656512121,-5.32916611177287,9.86647257212908e-08,4.00045191483213e-06
"FBgn0025678",8206.35533094382,0.52219858925052,0.0981822280491127,5.3186671317879,1.0453017333862e-07,4.21675780468027e-06
"FBgn0085446",3206.41412869176,0.602904396527164,0.113453013086713,5.31413296239526,1.07166350285726e-07,4.30126760464982e-06
"FBgn0030037",554.908839951534,0.766299771583391,0.144344044733661,5.30884230795488,1.10323729887869e-07,4.40574211768289e-06
"FBgn0031261",2277.40949039323,-0.58030035234136,0.109618822754437,-5.29380208398443,1.1979908615889e-07,4.76021668852347e-06
"FBgn0000405",1723.45433612564,0.62579237717289,0.118395314475028,5.28561776238941,1.25281246766525e-07,4.95328392066453e-06
"FBgn0037153",86.7342729175922,1.64071998818777,0.310468111949647,5.28466507521349,1.25934945709298e-07,4.95448026510787e-06
"FBgn0033426",256.290204024936,-1.03989710752671,0.197013329091151,-5.27830838818823,1.30381905946561e-07,5.10416259387842e-06
"FBgn0063492",447.6500903761,0.843438230865812,0.160558942919765,5.25313766725095,1.49529682620993e-07,5.82506072445603e-06
"FBgn0013811",277.393031501958,-0.96160307590304,0.183679736695372,-5.23521588828186,1.64792131311842e-07,6.38830764651322e-06
"FBgn0035150",1918.18976182853,0.56811082467612,0.108642037790015,5.22919890157226,1.70246126864095e-07,6.56769888441244e-06
"FBgn0004893",355.23101936628,-0.895513375360408,0.171499884627485,-5.22165584720684,1.7733029980513e-07,6.80794150991e-06
"FBgn0086365",2632.55630961061,-0.54422319761185,0.104350236855089,-5.2153518191589,1.83468676443849e-07,7.00973832547724e-06
"FBgn0038476",1018.71163664518,0.63908225383794,0.122770658149745,5.20549668356785,1.93478403045685e-07,7.35680798566534e-06
"FBgn0035968",233.790449014955,1.04480059993313,0.201617795421316,5.18208523086878,2.19418901890847e-07,8.30343815869792e-06
"FBgn0032859",2345.41964743532,-0.549504165025501,0.106805981648093,-5.14488193026513,2.67689117256979e-07,1.00821109708114e-05
"FBgn0035500",3276.07531530915,-0.619400171648615,0.120528906675566,-5.13901759115667,2.76178546569897e-07,1.03527873093914e-05
"FBgn0029147",771.013774362043,0.683610414235885,0.133100569712619,5.13604423866769,2.80581637195495e-07,1.04195433214607e-05
"FBgn0086910",76.4623154571301,1.68757065117933,0.328530131854171,5.13673020387795,2.79559848726249e-07,1.04195433214607e-05
"FBgn0050035",1012.40799033905,0.629641063568007,0.122987577302426,5.1195500991106,3.06265403992629e-07,1.13204240257182e-05
"FBgn0003525",950.587370980588,-0.637263660105607,0.124548695911559,-5.11658235713781,3.11121471126456e-07,1.14466774585275e-05
"FBgn0015371",263.736267041482,-1.03236131308804,0.201832269793618,-5.11494675328018,3.13829471754397e-07,1.14931005162774e-05
"FBgn0032400",279.399635862404,-0.935933682294962,0.184225833092805,-5.08036069959568,3.76718890908007e-07,1.37329588350731e-05
